-16.8 0.158 236 754 -360 35 71 30 1203 2066 0.75 0 9
-15 0.15 196 -12 1617 38 27 -184 1077 0 0.75 0.14 7.2
-16.8 0.166 266 -658 636 26 34 -225 39 3259 0.77 0.15 3.9
-15.6 0.16 211 423 -730 28 26 -138 -122 3612 0.8 0.09 1.3
-16.8 0.158 234 194 667 38 64 -92 -53 1501 0.74 0.08 5.4
-15.1 0.152 223 673 2776 30 47 -78 1273 4299 0.73 0.05 9.5
-16.6 0.164 222 773 476 30 41 20 1337 2920 0.77 0.05 3.4
-16.1 0.151 226 836 -363 37 80 -70 -1503 3464 0.63 0.13 6.9
-16.1 0.155 212 99 2294 37 57 -65 1032 4020 0.77 0.15 3.1
-15 0.155 220 -401 1473 38 64 -143 567 -362 0.62 0.03 8.8
-17 0.161 200 149 2816 34 24 -62 1323 -2071 0.66 0.2 9.9
-15 0.167 252 373 2052 34 64 -162 341 -800 0.76 0.1 7.2
-16.2 0.167 241 890 -418 38 66 -174 -1013 3287 0.6 0.04 1.8
-15.4 0.155 256 407 2388 37 39 -291 218 309 0.67 0.15 9.8
-16.1 0.155 223 -91 2727 38 44 -296 740 158 0.79 0.12 4.6
-15.8 0.163 233 -298 2518 37 15 -297 1408 -166 0.8 0.02 6.4
-16.6 0.153 241 201 -87 27 12 -194 1140 4171 0.68 0.19 3.4
-16.5 0.152 235 365 1307 35 65 -245 -404 4972 0.63 0.04 2
-15.9 0.17 219 867 300 38 31 38 310 -440 0.63 0.03 8
-16.2 0.153 241 561 1178 26 27 -76 1326 -372 0.73 0.2 7.6
-16.3 0.164 198 -114 2550 33 75 33 666 1996 0.6 0.16 3.3
-16.7 0.169 265 558 -406 32 15 -352 504 4451 0.6 0.14 4.9
-16.9 0.15 222 114 656 36 40 -183 -293 2976 0.62 0.1 5.3
-16.6 0.166 236 544 2522 38 79 148 1259 1969 0.78 0.08 9.2
-15.2 0.161 250 800 -1298 37 21 -257 985 3119 0.77 0.17 2
-15.2 0.168 214 657 -287 33 73 130 1473 68 0.79 0.05 8
-16.5 0.159 258 450 44 29 27 -116 696 3322 0.8 0.19 4.8
-15.8 0.166 255 266 -542 35 28 -122 639 77 0.61 0.18 5.3
-16.6 0.161 215 705 1571 30 64 13 164 624 0.68 0.06 10
-16.4 0.158 249 -24 1812 33 29 -293 907 3048 0.7 0.16 2
-15 0.169 245 939 1160 35 26 -98 -298 2835 0.72 0.17 6.5
-16.3 0.163 259 317 434 34 37 -174 174 3922 0.61 0.19 4.3
-15.9 0.158 215 295 -1177 27 44 -112 -90 3223 0.76 0.2 10
-16.7 0.158 245 -546 1342 35 32 -185 1909 1558 0.61 0.2 7
-15.8 0.169 256 -655 2286 38 60 -285 911 1129 0.71 0.01 9.7
-16.6 0.151 241 630 -335 38 73 -106 -733 2382 0.77 0.11 9.1
-16.9 0.168 233 -472 2486 33 30 -270 536 2628 0.73 0.12 4.8
-16.7 0.152 208 518 -32 33 48 -11 1822 3285 0.7 0.05 1.7
-16.3 0.15 217 629 1148 33 61 112 7 -81 0.74 0.19 7.6
-15.7 0.151 194 54 2163 33 64 -53 637 3748 0.74 0.14 9.6
-17 0.154 267 -263 2388 38 80 -29 606 4493 0.61 0.11 3.1
-15.9 0.15 236 49 2682 28 62 7 945 -82 0.64 0.17 1.4
-16.2 0.158 268 255 240 28 60 -15 560 -873 0.62 0.09 7.2
-16.3 0.15 236 258 1300 30 42 -53 46 571 0.79 0.09 4.1
-15.3 0.168 252 980 -627 37 42 -199 1763 1200 0.68 0.02 5.9
-16.8 0.162 233 619 -529 36 59 -7 1401 -1585 0.66 0.03 4
-16.1 0.16 195 829 -1577 37 17 -42 675 2048 0.67 0.1 4.4
-15.5 0.16 229 -52 2746 26 28 -174 1439 4160 0.62 0.07 6.4
-16.9 0.156 267 -296 2975 34 78 -19 16 2243 0.78 0.02 2.5
-16.1 0.17 253 148 644 38 58 -172 116 4083 0.8 0.09 6.5
-15.3 0.152 219 505 -887 38 52 -231 1601 2707 0.64 0.1 6
-16.5 0.168 205 70 -750 37 48 -82 1592 -2326 0.8 0.17 2.5
-15.4 0.156 259 -54 -698 34 27 -269 205 2013 0.79 0.13 2.6
-16.7 0.153 243 856 724 37 71 38 -689 623 0.76 0.13 7.8
-15.9 0.153 211 -191 -591 33 18 -239 1621 4789 0.77 0.04 6.4
-16.9 0.17 199 913 2791 30 47 33 1669 -1411 0.6 0.06 2.7
-15 0.168 200 741 -1553 35 49 11 1349 2087 0.6 0.05 8.5
-16.2 0.169 225 423 456 35 20 -100 281 833 0.76 0.14 7.6
-15.7 0.167 264 535 1261 36 55 178 1648 -2298 0.65 0.05 5
-17 0.161 200 394 3000 28 17 -112 1012 1005 0.76 0.15 2.9
-16.9 0.168 249 898 2910 34 45 -26 811 2652 0.78 0.12 6.7
-16.3 0.158 223 799 -1005 36 72 48 1728 -2910 0.71 0.05 2.8
-15 0.15 257 554 -1282 33 71 24 1691 -2273 0.72 0.17 5.3
-16.6 0.167 197 553 1574 32 43 -40 1557 2482 0.63 0.02 1.5
-16.9 0.16 244 -976 1370 32 30 -375 1562 -2237 0.61 0.05 2.5
-15.1 0.159 197 765 2115 37 63 -29 1944 -1392 0.64 0.11 6.9
-15.3 0.153 223 167 1206 29 60 128 855 -305 0.73 0.15 1.6
-17 0.156 244 32 2300 29 11 -260 1488 218 0.73 0.19 3.7
-15.7 0.169 270 694 465 36 69 70 -401 4383 0.76 0.13 1.9
-15.2 0.155 269 627 474 37 78 -68 -165 1742 0.73 0.09 4.8
-15.1 0.153 206 842 -1233 36 73 47 998 -1293 0.8 0.17 9.4
-16.7 0.165 228 734 641 34 24 -94 1900 -1941 0.7 0.03 9.1
-16.5 0.166 243 497 1792 35 78 -46 -733 4918 0.71 0.08 5.3
-15.8 0.168 264 727 -612 30 20 -281 824 3101 0.7 0.01 8.6
-16 0.154 230 797 -247 26 21 -128 29 4818 0.67 0.07 1
-16 0.15 239 389 1726 33 70 -35 594 401 0.74 0.15 6.9
-16 0.165 206 771 1327 33 16 -277 999 3995 0.8 0.14 1.1
-16.9 0.17 262 589 -243 38 56 -142 1890 4732 0.71 0.05 3.8
-15.9 0.156 263 -645 2419 27 18 -114 1941 347 0.61 0.16 5.4
-16.4 0.168 263 -636 2689 38 73 19 1079 -1102 0.73 0.02 1.4
-15.5 0.163 190 999 -96 34 30 -101 16 -415 0.66 0.14 7.1
-16.4 0.164 249 -759 1250 34 29 -305 1744 4190 0.75 0.16 5.4
-15 0.158 240 789 -295 38 58 -116 -173 4025 0.79 0.11 7.2
-15.3 0.155 200 118 -879 37 65 -126 1402 3596 0.72 0.17 3.1
-16.1 0.163 200 294 2497 36 78 60 341 -281 0.73 0.14 5.7
-16.5 0.166 233 -514 1447 33 31 -352 274 3143 0.64 0.19 2.7
-15.4 0.164 239 860 2928 27 38 155 1506 -1665 0.7 0.02 4.4
-16.7 0.154 269 -856 2367 38 80 98 1793 -244 0.75 0.08 1.1
-16.2 0.15 258 -433 -8 32 40 -159 1624 3934 0.77 0.19 9.1
-16.4 0.162 197 560 2236 34 53 -15 -405 3174 0.65 0.09 7.1
-16.3 0.157 213 -353 -240 32 54 137 1839 399 0.74 0.05 6.5
-16.4 0.16 241 850 -1030 32 13 -312 1717 4552 0.78 0.05 4
-15.7 0.169 233 880 1240 31 76 113 1243 1192 0.72 0.19 2.7
-16.3 0.159 190 299 324 32 59 19 566 3960 0.62 0.03 4.4
-16.7 0.153 245 -340 1298 38 54 -28 1113 -461 0.7 0.1 9.1
-15.5 0.159 232 990 35 32 50 40 746 -1842 0.74 0 8.5
-15.1 0.158 266 526 1974 37 25 -239 448 2208 0.64 0.12 5.1
-16.6 0.161 229 700 -791 33 35 -138 -83 4092 0.79 0.17 9.8
-15.9 0.168 238 167 1257 35 54 18 1104 -2141 0.67 0.2 2.9
-15.4 0.17 250 903 -828 31 61 -149 -70 3979 0.72 0.13 1
-15.1 0.165 263 207 776 38 25 -277 1177 3979 0.69 0.03 3.9
-15 0.166 228 778 2780 34 23 -62 1952 -170 0.71 0.13 3.9
-15.7 0.154 264 670 2565 27 13 -183 1965 4256 0.73 0.01 2.9
-16.8 0.163 270 674 1963 38 18 -211 1863 4575 0.7 0.2 6.6
-16.8 0.157 246 843 -1786 32 21 -369 754 1538 0.69 0.02 1.3
-15.3 0.16 215 -429 1576 35 41 -276 1165 2371 0.62 0.06 1.7
-15.4 0.151 260 287 312 32 38 -255 3 3593 0.65 0.19 9
-16.9 0.155 235 197 2166 38 41 -196 839 113 0.65 0.18 7.8
-15.1 0.157 203 -4 1463 35 79 -76 -193 2437 0.71 0.04 4.7
-16.4 0.157 219 939 341 28 30 62 1870 -3045 0.78 0.01 3.4
-16.2 0.152 226 -840 1036 34 37 -178 1136 -116 0.7 0.03 2.2
-16.5 0.152 236 -181 10 37 40 -99 1952 899 0.78 0.05 5
-15.4 0.15 265 649 2514 38 50 -217 1526 -1351 0.69 0.04 8.6
-16.8 0.17 209 746 312 37 62 54 984 -2230 0.71 0.04 7.9
-15.4 0.16 263 154 2393 37 73 50 1089 -2504 0.74 0.01 7.5
-16.1 0.161 241 518 135 34 17 -272 947 1690 0.76 0.19 8.2
-16.5 0.151 214 305 2401 28 34 -162 186 2755 0.68 0.03 3
-15 0.158 268 840 227 28 44 -23 634 2740 0.79 0.16 6.9
-16.3 0.15 237 769 -910 37 47 87 1597 2664 0.73 0.18 9.3
-16.4 0.169 195 373 28 32 79 159 328 -740 0.64 0.1 9.6
-16.9 0.152 231 -443 1543 36 19 -301 984 2558 0.61 0.18 10
-16.6 0.151 219 512 -1057 37 51 -122 1330 -295 0.74 0.16 8.2
-15.9 0.153 238 -565 2313 31 40 -165 1614 -1665 0.67 0.04 4.4
-16.9 0.161 208 465 43 28 45 5 693 528 0.79 0.09 10
-15.4 0.16 254 351 -257 32 80 59 436 2274 0.67 0.01 3.6
-16 0.168 232 941 436 37 25 -101 67 -200 0.63 0.14 2.3
-16.1 0.157 268 -838 2777 36 74 -203 771 515 0.64 0.09 4.8
-16.9 0.16 270 424 307 36 76 -20 857 2138 0.62 0.09 8.7
-16.4 0.159 208 -685 2585 27 46 -137 710 3721 0.62 0.03 2.2
-15.1 0.156 224 822 -1153 31 45 -47 -380 4920 0.63 0.08 3.5
-15.1 0.161 209 -255 885 32 31 -157 935 -1833 0.75 0.08 5.5
-15.6 0.153 196 -919 1299 37 25 -391 1884 -2571 0.65 0.14 3.6
-17 0.155 246 -844 2237 34 65 -226 105 2482 0.67 0.09 4.6
-16.2 0.165 200 -435 2701 34 28 -262 781 1083 0.64 0.15 5
-15.2 0.161 264 -234 478 30 13 -280 1617 4599 0.72 0.17 2.9
-15.1 0.163 243 -109 2167 37 79 66 404 3933 0.65 0.05 2.9
-16.8 0.151 268 536 219 35 64 -130 -344 1034 0.79 0.01 8.1
-15.8 0.157 225 489 -27 28 41 -147 403 -444 0.7 0.1 1.5
-15.7 0.167 227 879 733 36 31 -247 829 247 0.7 0 2.9
-15.1 0.159 236 992 -491 28 13 -207 1901 3811 0.72 0.08 5
-16.4 0.169 246 922 -1844 37 47 -51 1598 2802 0.77 0.02 3.7
-16.5 0.161 212 35 2669 34 48 -99 65 161 0.67 0.03 2
-16.7 0.154 205 356 1033 27 45 9 93 2841 0.61 0.11 3.7
-16.2 0.166 254 -2 288 28 29 -153 571 -1082 0.8 0.04 3.8
-15.5 0.161 232 903 2781 32 22 -242 1118 2124 0.63 0.12 5.1
-16.1 0.154 197 503 553 36 54 95 842 -1942 0.72 0.15 4.3
-16.8 0.15 266 295 175 38 59 -189 1108 -2060 0.61 0.13 8.1
-15 0.165 226 -77 2744 30 30 -255 1629 -1702 0.74 0.09 2.1
-15.8 0.153 265 277 2495 37 65 -43 1484 -2405 0.8 0.1 1.4
-16.9 0.157 250 465 -140 33 29 -208 688 1574 0.78 0.1 1.5
-17 0.163 240 225 2953 35 27 -176 557 2711 0.66 0.15 8.4
-15.9 0.16 263 648 972 37 48 -187 -221 3932 0.8 0.02 8.5
-16.7 0.168 194 788 920 30 51 -45 -123 1409 0.68 0.01 1.7
-16.7 0.161 231 364 1820 33 48 96 1510 360 0.8 0.07 5.9
-15.1 0.151 257 -574 263 31 28 -264 1889 3531 0.75 0.06 7.7
-16.4 0.17 222 779 -460 37 18 -318 1424 757 0.66 0.07 7.1
-17 0.152 203 639 2201 28 10 -89 1682 3001 0.63 0.11 7.4
-16.2 0.154 247 939 -187 34 33 0 1461 -3017 0.73 0 1.6
-15.2 0.159 194 -356 3000 36 71 -49 1463 2313 0.7 0.12 8
-15 0.165 241 948 -1581 34 59 -16 -495 2448 0.67 0.16 8.7
-16.4 0.163 248 642 361 34 58 11 1253 1325 0.76 0.03 9.8
-15 0.159 206 -891 2155 36 39 -167 1476 4988 0.69 0.15 3.2
-16.3 0.153 190 109 -912 33 30 -137 1497 -2417 0.74 0.13 3
-16.7 0.158 234 -780 1876 31 34 -297 645 3646 0.68 0.07 2.4
-15.1 0.157 227 645 1105 37 41 -189 1780 2114 0.64 0.01 6.3
-15.8 0.165 240 542 1926 36 42 -295 1639 852 0.66 0.11 2.6
-16.7 0.151 209 -618 1466 35 67 199 1964 1954 0.68 0.07 2.3
-15.4 0.161 244 802 2773 32 30 39 1047 -2216 0.61 0.1 1.7
-15.1 0.152 194 232 78 35 20 -39 1370 166 0.65 0.16 9.9
-16.6 0.161 250 330 93 27 56 174 1720 2351 0.61 0.14 2.3
-17 0.157 212 288 971 37 30 35 1338 -2107 0.7 0.18 8.7
-15.9 0.152 214 -546 2616 38 18 -120 1863 -3106 0.61 0.14 9
-16.8 0.158 203 584 2229 35 64 158 326 3065 0.74 0.05 1
-15.2 0.16 254 -873 1031 29 69 174 1884 -3532 0.64 0.08 1.9
-15.2 0.161 202 529 2887 28 53 44 304 -1280 0.66 0.1 2.8
-15.1 0.157 242 -994 1272 31 70 -49 1153 4226 0.74 0.18 2.3
-15.7 0.156 240 462 41 33 43 -200 335 2031 0.62 0.08 4.4
-16.7 0.152 251 496 54 38 28 -300 1662 1659 0.62 0.07 5.7
-16.7 0.169 211 -105 2653 35 46 1 1733 -1690 0.8 0.16 7.7
-17 0.16 240 568 2448 38 59 -52 173 2826 0.62 0.05 1.1
-16.1 0.156 216 717 -1219 26 51 137 1115 -2516 0.78 0.18 6
-15 0.154 237 -376 5 35 34 -304 1434 4973 0.71 0.11 7.7
-16.8 0.17 262 962 2963 28 23 53 1937 1931 0.67 0.13 3.8
-15.1 0.154 209 861 837 34 55 -102 -13 3449 0.68 0.16 6.1
-16.1 0.163 192 159 2333 37 48 98 1572 -1235 0.77 0.06 9.1
-15.3 0.152 238 977 1632 31 17 -369 1236 4302 0.6 0.2 1.3
-16 0.158 240 860 383 29 53 16 215 -548 0.66 0.08 4.7
-15.1 0.162 245 348 2467 36 65 169 1244 -2791 0.74 0.16 3.3
-16.3 0.151 201 -146 -156 32 20 -336 988 -495 0.67 0.19 8.2
-16 0.15 220 931 627 38 32 -347 996 -1007 0.69 0.2 4.8
-16.3 0.164 212 811 311 31 45 -139 211 -85 0.64 0.01 7.6
-16.2 0.155 267 939 -708 32 67 56 1211 1005 0.6 0.08 2.5
-15.6 0.17 229 118 179 38 63 -105 496 2736 0.63 0 4.3
-16 0.157 242 975 1512 33 49 68 1838 4003 0.64 0.15 7.3
-15.8 0.167 232 401 2275 36 27 -152 1940 2704 0.62 0.1 4.7
-16.6 0.153 228 981 -654 30 21 -187 1244 2333 0.74 0.16 3
-15.5 0.154 249 804 2163 31 69 -41 196 3041 0.74 0.1 9.8
-16.6 0.158 270 -639 2367 35 50 -158 1502 -2415 0.65 0.02 8.4
-15.2 0.163 197 976 -1115 35 47 -94 -517 2122 0.79 0.15 8.2
-16.1 0.169 266 955 281 38 64 3 1822 4503 0.72 0.15 3.5
-16.6 0.161 250 -853 834 32 11 -320 928 26 0.76 0.1 8.4
-16.5 0.169 250 871 624 35 26 -315 854 1475 0.69 0.09 1.8
-16.7 0.164 209 781 1987 35 13 -274 899 4065 0.69 0.01 4.6
-16.5 0.166 211 436 -1019 27 30 13 1134 -1156 0.72 0.03 5.7
-16.6 0.161 208 -334 605 38 79 -156 -393 2053 0.64 0.1 2.2
-16.3 0.166 250 118 2447 28 39 -100 1272 1466 0.7 0.07 8.9
-15.2 0.157 260 274 2166 27 46 38 1727 4387 0.75 0.16 5.6
-15.1 0.153 234 94 -157 37 53 -244 1938 1163 0.75 0.04 2.2
-15.8 0.168 203 -811 1142 35 65 5 1757 -537 0.64 0 2.8
-16.2 0.169 214 806 1424 32 52 60 1784 3140 0.7 0.16 4.3
-15.4 0.169 240 -783 1493 33 12 -321 1877 3474 0.71 0.06 9.8
-15.9 0.152 265 897 -1875 28 17 -122 1292 4629 0.64 0.01 7.6
-15.6 0.153 204 929 -850 29 34 -17 1726 4043 0.68 0.18 5.6
-16.3 0.159 261 541 2103 33 76 137 1607 -1732 0.69 0.05 8
-15.8 0.159 250 762 -475 30 17 -283 1556 1410 0.64 0.08 2
-16.3 0.163 270 31 269 26 21 -152 1779 -1968 0.71 0.07 8
-15.8 0.158 196 430 2398 38 64 -27 1352 -468 0.74 0.2 5.9
-16.5 0.16 234 -350 2447 32 30 -75 1499 -2405 0.68 0 2.6
-15.7 0.152 221 -894 2766 32 17 -169 1730 1360 0.73 0.11 7.5
-16.8 0.15 265 -274 1022 35 14 -260 1088 3667 0.72 0.08 6.9
-16 0.158 200 -255 1195 33 51 24 907 4801 0.71 0.13 6.5
-15.1 0.165 214 884 2542 28 30 59 1540 1183 0.65 0.12 2.1
-16.9 0.156 232 305 1524 27 17 -171 566 1859 0.64 0.08 9.5
-15.7 0.15 231 368 -1009 37 11 -205 1546 1716 0.72 0.08 5.3
-17 0.151 241 -273 40 38 67 -142 263 438 0.78 0.18 1
-15.5 0.153 243 703 -430 38 27 -76 1859 -2308 0.63 0.05 4.4
-16 0.157 233 149 -1167 34 52 -140 1574 1312 0.78 0.14 3.8
-15 0.164 230 198 1581 35 44 82 1367 337 0.75 0.16 8.9
-15.2 0.152 195 89 2106 36 66 -86 1074 -1946 0.69 0.16 6.1
-15.3 0.156 204 -528 1685 32 52 -222 676 3364 0.67 0.2 9.2
-16.6 0.164 211 36 2148 26 38 97 1545 285 0.8 0.04 8.2
-15.7 0.16 270 -12 1686 30 47 -164 106 1462 0.73 0.17 4.5
-17 0.166 267 155 -1155 27 22 -142 1836 4675 0.78 0.1 4.8
