-15.6 0.15 215.0 -602.0 449.0 35.3 29.0 -162.0 594.0 2223.0 0.68 0.14 2.8
-16.3 0.165 237.0 196.0 -1731.0 35.3 62.0 -61.0 -1141.0 4105.0 0.61 0.14 5.0
-16.2 0.157 239.0 -979.0 -1405.0 27.0 42.0 -11.0 -167.0 3520.0 0.73 0.19 6.2
-15.7 0.163 222.0 80.0 261.0 32.2 74.0 -89.0 -1608.0 -305.0 0.74 0.18 1.2
-15.3 0.151 270.0 887.0 -1494.0 31.1 60.0 4.0 -1908.0 394.0 0.68 0.01 2.0
-16.0 0.15 231.0 -564.0 -396.0 29.3 14.0 -215.0 1214.0 3483.0 0.67 0.18 9.4
-15.7 0.159 214.0 -249.0 -894.0 30.0 79.0 -243.0 -1603.0 463.0 0.73 0.05 9.7
-16.3 0.164 227.0 -304.0 -232.0 31.1 11.0 -310.0 1593.0 -1397.0 0.61 0.0 9.2
-15.4 0.159 240.0 506.0 -2754.0 29.6 43.0 -46.0 -1132.0 -4589.0 0.63 0.04 9.6
-15.2 0.159 214.0 294.0 -999.0 33.2 46.0 14.0 1328.0 -4837.0 0.6 0.1 2.1
-16.2 0.16 254.0 -757.0 1591.0 29.2 26.0 -305.0 -908.0 2366.0 0.63 0.19 2.5
-15.2 0.15 221.0 957.0 2742.0 34.3 34.0 -365.0 1034.0 882.0 0.69 0.1 1.3
-16.8 0.165 246.0 537.0 -1957.0 32.2 60.0 9.0 1722.0 1713.0 0.62 0.12 5.0
-16.8 0.158 204.0 713.0 461.0 32.2 10.0 94.0 1259.0 204.0 0.62 0.06 2.2
-16.2 0.161 243.0 706.0 -2138.0 33.9 27.0 66.0 -21.0 1336.0 0.7 0.13 7.9
-16.7 0.167 235.0 968.0 -623.0 33.5 72.0 -205.0 1939.0 -3241.0 0.63 0.07 9.6
-16.8 0.166 262.0 822.0 640.0 32.2 22.0 -270.0 -1889.0 528.0 0.61 0.0 4.4
-15.2 0.161 191.0 -701.0 2958.0 33.8 62.0 -110.0 777.0 3042.0 0.75 0.15 7.2
-16.1 0.17 266.0 493.0 133.0 31.6 23.0 10.0 -1304.0 -1477.0 0.75 0.13 2.7
-15.2 0.155 196.0 432.0 1018.0 35.1 78.0 -245.0 1195.0 4044.0 0.76 0.15 5.6
-15.6 0.163 193.0 -911.0 -2190.0 35.4 25.0 -286.0 -688.0 430.0 0.63 0.12 1.1
-16.9 0.16 226.0 -307.0 -1564.0 28.9 60.0 73.0 405.0 -2814.0 0.71 0.02 9.0
-15.0 0.155 261.0 992.0 -1137.0 34.3 54.0 -396.0 -183.0 3917.0 0.73 0.19 6.6
-15.1 0.154 213.0 604.0 -2524.0 31.7 55.0 -331.0 -956.0 -980.0 0.76 0.16 7.8
-16.8 0.159 212.0 509.0 1173.0 26.8 63.0 -255.0 -1942.0 130.0 0.73 0.11 8.7
-16.2 0.153 229.0 152.0 -1592.0 29.9 20.0 -218.0 -545.0 -4860.0 0.6 0.18 9.9
-16.6 0.153 242.0 365.0 1934.0 27.4 67.0 -323.0 -1582.0 2414.0 0.66 0.17 7.3
-15.0 0.155 219.0 767.0 2644.0 35.9 28.0 -52.0 1906.0 -2759.0 0.75 0.16 1.3
-16.0 0.154 258.0 -237.0 237.0 30.1 10.0 -391.0 -671.0 -2977.0 0.64 0.17 5.9
-15.3 0.164 223.0 -972.0 1544.0 30.8 80.0 -355.0 984.0 -3889.0 0.64 0.15 8.9
-15.1 0.159 225.0 732.0 140.0 37.4 42.0 -367.0 391.0 1533.0 0.61 0.2 3.3
-16.2 0.164 226.0 152.0 -1985.0 30.3 12.0 -293.0 858.0 776.0 0.63 0.04 6.2
-15.5 0.168 213.0 455.0 1068.0 35.7 64.0 -193.0 -814.0 -4729.0 0.7 0.08 1.3
-16.8 0.161 237.0 279.0 1842.0 36.1 21.0 -344.0 1214.0 -2969.0 0.68 0.13 6.6
-16.4 0.168 215.0 -487.0 -2966.0 31.2 31.0 -109.0 -705.0 3681.0 0.8 0.12 5.1
-17.0 0.16 231.0 -848.0 -2303.0 31.6 66.0 -257.0 -26.0 1439.0 0.67 0.1 8.2
-16.9 0.17 246.0 -743.0 -2268.0 37.3 46.0 -166.0 1005.0 -1596.0 0.69 0.16 9.2
-15.6 0.157 260.0 716.0 2063.0 30.8 79.0 50.0 1231.0 -740.0 0.79 0.14 3.7
-16.5 0.162 230.0 -597.0 -2601.0 30.0 51.0 0.0 -930.0 2844.0 0.62 0.05 4.6
-16.3 0.164 237.0 -31.0 -1534.0 33.3 77.0 37.0 625.0 -4044.0 0.65 0.14 7.2
-16.3 0.16 206.0 -959.0 -837.0 35.7 33.0 -87.0 -924.0 -3105.0 0.72 0.02 6.9
-15.6 0.161 205.0 407.0 -2805.0 35.6 72.0 -247.0 -196.0 -1216.0 0.75 0.13 4.5
-16.0 0.166 190.0 361.0 2678.0 32.1 69.0 -70.0 -1912.0 -3308.0 0.74 0.14 6.7
-15.5 0.155 249.0 961.0 1837.0 34.8 16.0 84.0 -616.0 2076.0 0.79 0.14 8.6
-15.9 0.168 211.0 -886.0 2717.0 37.2 19.0 -247.0 -981.0 -1951.0 0.76 0.15 1.0
-16.1 0.161 261.0 -970.0 266.0 35.5 64.0 -55.0 -1839.0 4170.0 0.76 0.08 4.1
-15.2 0.169 213.0 335.0 532.0 29.1 51.0 176.0 -1808.0 -1294.0 0.79 0.14 9.8
-16.8 0.167 234.0 671.0 -676.0 32.3 33.0 -93.0 -402.0 3474.0 0.74 0.16 6.4
-16.5 0.162 192.0 -632.0 2379.0 36.5 71.0 159.0 252.0 2834.0 0.69 0.18 7.1
-15.6 0.151 224.0 -53.0 -462.0 29.9 74.0 77.0 957.0 -1551.0 0.64 0.09 7.4
-16.2 0.166 242.0 -739.0 -2084.0 35.8 55.0 -173.0 -437.0 -1479.0 0.77 0.08 4.7
-16.9 0.151 215.0 -616.0 991.0 34.9 39.0 -204.0 -1873.0 4862.0 0.61 0.03 4.6
-15.2 0.166 233.0 -42.0 2533.0 26.7 72.0 -395.0 -313.0 1436.0 0.66 0.05 4.3
-15.9 0.16 258.0 279.0 547.0 26.6 12.0 -89.0 -264.0 905.0 0.68 0.05 9.0
-15.3 0.153 208.0 390.0 761.0 26.3 55.0 82.0 1178.0 1577.0 0.78 0.07 8.6
-15.6 0.161 231.0 -805.0 -2642.0 35.6 45.0 -174.0 1857.0 -1691.0 0.78 0.18 8.6
-16.9 0.17 231.0 408.0 2239.0 31.4 59.0 157.0 -206.0 565.0 0.62 0.07 3.5
-15.7 0.156 200.0 -92.0 -1467.0 33.3 29.0 -40.0 -1374.0 3094.0 0.6 0.01 8.1
-15.3 0.161 224.0 6.0 72.0 34.9 60.0 72.0 -1281.0 295.0 0.8 0.2 8.2
-15.0 0.163 264.0 230.0 1937.0 32.6 42.0 -56.0 -1435.0 4633.0 0.6 0.07 2.7
-15.4 0.17 254.0 -572.0 -2746.0 34.6 65.0 -98.0 -854.0 -1123.0 0.71 0.03 4.0
-16.5 0.158 190.0 745.0 -310.0 27.3 10.0 41.0 104.0 3132.0 0.68 0.14 6.4
-16.6 0.157 251.0 447.0 396.0 34.5 62.0 -232.0 -690.0 -1658.0 0.74 0.01 5.7
-16.5 0.167 197.0 -608.0 -1100.0 29.1 45.0 -281.0 1270.0 1278.0 0.68 0.11 9.9
-15.5 0.152 222.0 -440.0 1960.0 34.6 23.0 86.0 -309.0 3103.0 0.72 0.2 9.8
-15.9 0.161 200.0 252.0 -239.0 37.4 48.0 -20.0 -1416.0 3289.0 0.7 0.04 4.6
-17.0 0.157 222.0 -139.0 2910.0 31.1 79.0 -380.0 700.0 -2786.0 0.71 0.11 6.1
-15.1 0.159 239.0 335.0 2756.0 37.6 60.0 -73.0 -1802.0 371.0 0.7 0.05 7.4
