  8    12  -4.08419
  8    13  -5.28139
  8    14  -6.10107
  8    15  -6.63915
  8    16  -6.96931
  8    17  -7.14612
  8    18  -7.20963
  8    19  -7.18944
  8    20  -7.10754
  8    21  -6.98026
  8    22  -6.81983
  8    23  -6.63581
  8    24  -6.43510
  8    25  -6.22332
  9    14  -4.86302
  9    15  -5.80480
  9    16  -6.46741
  9    17  -6.91657
  9    18  -7.20304
  9    19  -7.36562
  9    20  -7.43382
  9    21  -7.42997
  9    22  -7.37118
  9    23  -7.27072
  9    24  -7.13857
  9    25  -6.98288
  9    26  -6.80970
  9    27  -6.62384
  9    28  -6.42932
 10    16  -5.44042
 10    17  -6.20584
 10    18  -6.75740
 10    19  -7.14154
 10    20  -7.39471
 10    21  -7.54576
 10    22  -7.61456
 10    23  -7.62514
 10    24  -7.58449
 10    25  -7.50561
 10    26  -7.39679
 10    27  -7.26504
 10    28  -7.11554
 10    29  -6.95275
 10    30  -6.78003
 10    31  -6.60021
 11    18  -5.88321
 11    19  -6.52192
 11    20  -6.99168
 11    21  -7.32669
 11    22  -7.55395
 11    23  -7.69525
 11    24  -7.76788
 11    25  -7.78553
 11    26  -7.75923
 11    27  -7.69784
 11    28  -7.60852
 11    29  -7.49702
 11    30  -7.36799
 11    31  -7.22529
 11    32  -7.07204
 11    33  -6.91087
 11    34  -6.74381
 12    20  -6.23195
 12    21  -6.77625
 12    22  -7.18397
 12    23  -7.48047
 12    24  -7.68715
 12    25  -7.82024
 12    26  -7.89373
 12    27  -7.91853
 12    28  -7.90377
 12    29  -7.85678
 12    30  -7.78369
 12    31  -7.68938
 12    32  -7.57805
 12    33  -7.45302
 12    34  -7.31712
 12    35  -7.17268
 12    36  -7.02171
 12    37  -6.86579
 12    38  -6.70632
 13    22  -6.51235
 13    23  -6.98431
 13    24  -7.34361
 13    25  -7.60993
 13    26  -7.79939
 13    27  -7.92549
 13    28  -7.99919
 13    29  -8.02955
 13    30  -8.02413
 13    31  -7.98917
 13    32  -7.92972
 13    33  -7.85015
 13    34  -7.75409
 13    35  -7.64453
