  8    12  -4.17268
  8    13  -5.31883
  8    14  -6.10939
  8    15  -6.63250
  8    16  -6.95685
  8    17  -7.13420
  8    18  -7.20237
  8    19  -7.18964
  8    20  -7.11692
  8    21  -6.99995
  8    22  -6.85061
  8    23  -6.67804
  8    24  -6.48911
  8    25  -6.28919
  9    14  -4.92261
  9    15  -5.82822
  9    16  -6.46968
  9    17  -6.90747
  9    18  -7.18949
  9    19  -7.35231
  9    20  -7.42418
  9    21  -7.42612
  9    22  -7.37477
  9    23  -7.28275
  9    24  -7.15986
  9    25  -7.01381
  9    26  -6.85055
  9    27  -6.67486
  9    28  -6.49054
 10    16  -5.48155
 10    17  -6.22031
 10    18  -6.75567
 10    19  -7.13097
 10    20  -7.38053
 10    21  -7.53175
 10    22  -7.60549
 10    23  -7.61859
 10    24  -7.58393
 10    25  -7.51211
 10    26  -7.41105
 10    27  -7.28745
 10    28  -7.14642
 10    29  -6.99230
 10    30  -6.82841
 10    31  -6.65752
 11    18  -5.91202
 11    19  -6.53025
 11    20  -6.98737
 11    21  -7.31517
 11    22  -7.53952
 11    23  -7.68078
 11    24  -7.75562
 11    25  -7.77705
 11    26  -7.75577
 11    27  -7.70028
 11    28  -7.61743
 11    29  -7.51292
 11    30  -7.39116
 11    31  -7.25603
 11    32  -7.11048
 11    33  -6.95705
 11    34  -6.79787
 12    20  -6.25217
 12    21  -6.78037
 12    22  -7.17789
 12    23  -7.46874
 12    24  -7.67264
 12    25  -7.80568
 12    26  -7.88079
 12    27  -7.90877
 12    28  -7.89817
 12    29  -7.85617
 12    30  -7.78861
 12    31  -7.70033
 12    32  -7.59525
 12    33  -7.47670
 12    34  -7.34756
 12    35  -7.20996
 12    36  -7.06588
 12    37  -6.91696
 12    38  -6.76448
 13    22  -6.52645
 13    23  -6.98545
 13    24  -7.33630
 13    25  -7.59766
 13    26  -7.78497
 13    27  -7.91087
 13    28  -7.98570
 13    29  -8.01889
 13    30  -8.01702
 13    31  -7.98621
 13    32  -7.93151
 13    33  -7.85716
 13    34  -7.76656
 13    35  -7.66269
 13    36  -7.54803
 13    37  -7.42470
 13    38  -7.29444
 13    39  -7.15871
 13    40  -7.01883
 13    41  -6.87588
 14    24  -6.75111
 14    25  -7.15568
