  8    12  -4.13251
  8    13  -5.30055
  8    14  -6.10376
  8    15  -6.63374
  8    16  -6.96145
  8    17  -7.13932
  8    18  -7.20629
  8    19  -7.19110
  8    20  -7.11516
  8    21  -6.99449
  8    22  -6.84115
  8    23  -6.66442
  8    24  -6.47120
  8    25  -6.26694
  9    14  -4.89664
  9    15  -5.81748
  9    16  -6.46806
  9    17  -6.91107
  9    18  -7.19550
  9    19  -7.35881
  9    20  -7.42957
  9    21  -7.42967
  9    22  -7.37565
  9    23  -7.28057
  9    24  -7.15421
  9    25  -7.00456
  9    26  -6.83759
  9    27  -6.65817
  9    28  -6.47009
 10    16  -5.46435
 10    17  -6.21436
 10    18  -6.75683
 10    19  -7.13603
 10    20  -7.38764
 10    21  -7.53916
 10    22  -7.61214
 10    23  -7.62356
 10    24  -7.58679
 10    25  -7.51218
 10    26  -7.40831
 10    27  -7.28152
 10    28  -7.13733
 10    29  -6.97989
 10    30  -6.81274
 10    31  -6.63851
 11    18  -5.90075
 11    19  -6.52763
 11    20  -6.99034
 11    21  -7.32139
 11    22  -7.54720
 11    23  -7.68884
 11    24  -7.76295
 11    25  -7.78306
 11    26  -7.75989
 11    27  -7.70218
 11    28  -7.61683
 11    29  -7.50948
 11    30  -7.38500
 11    31  -7.24689
 11    32  -7.09843
 11    33  -6.94207
 11    34  -6.77995
 12    20  -6.24510
 12    21  -6.78015
 12    22  -7.18212
 12    23  -7.47564
 12    24  -7.68079
 12    25  -7.81412
 12    26  -7.88870
 12    27  -7.91540
 12    28  -7.90329
 12    29  -7.85931
 12    30  -7.78955
 12    31  -7.69888
 12    32  -7.59131
 12    33  -7.47027
 12    34  -7.33846
 12    35  -7.19820
 12    36  -7.05153
 12    37  -6.89992
 12    38  -6.74484
 13    22  -6.52242
 13    23  -6.98688
 13    24  -7.34094
 13    25  -7.60506
 13    26  -7.79343
 13    27  -7.91956
 13    28  -7.99417
 13    29  -8.02613
 13    30  -8.02287
 13    31  -7.99035
 13    32  -7.93376
 13    33  -7.85726
 13    34  -7.76447
 13    35  -7.65829
 13    36  -7.54128
 13    37  -7.41561
 13    38  -7.28297
 13    39  -7.14486
 13    40  -7.00258
 13    41  -6.85727
 14    24  -6.74931
 14    25  -7.15840
 14    26  -7.47508
 14    27  -7.71436
 14    28  -7.88870
 14    29  -8.00869
 14    30  -8.08302
 14    31  -8.11908
 14    32  -8.12304
 14    33  -8.10014
 14    34  -8.05471
 14    35  -7.99046
 14    36  -7.91049
 14    37  -7.81742
 14    38  -7.71363
 14    39  -7.60098
 14    40  -7.48109
 14    41  -7.35535
 14    42  -7.22500
 14    43  -7.09106
 14    44  -6.95438
 15    26  -6.93722
 15    27  -7.30197
 15    28  -7.58783
 15    29  -7.80707
 15    30  -7.96958
 15    31  -8.08414
 15    32  -8.15796
 15    33  -8.19727
 15    34  -8.20730
 15    35  -8.19248
 15    36  -8.15657
 15    37  -8.10287
 15    38  -8.03410
 15    39  -7.95270
 15    40  -7.86045
 15    41  -7.75968
 15    42  -7.65133
 15    43  -7.53691
 15    44  -7.41750
 15    45  -7.29416
 15    46  -7.16759
 15    47  -7.03866
 15    48  -6.90795
 16    28  -7.09445
 16    29  -7.42296
 16    30  -7.68353
 16    31  -7.88584
 16    32  -8.03832
 16    33  -8.14808
 16    34  -8.22130
 16    35  -8.26318
 16    36  -8.27817
 16    37  -8.27024
 16    38  -8.24252
 16    39  -8.19800
 16    40  -8.13910
 16    41  -8.06790
 16    42  -7.98633
 16    43  -7.89592
 16    44  -7.79805
 16    45  -7.69395
 16    46  -7.58463
 16    47  -7.47107
 16    48  -7.35403
 16    49  -7.23422
 16    50  -7.11219
 16    51  -6.98855
 17    30  -7.22709
 17    31  -7.52566
 17    32  -7.76488
 17    33  -7.95291
 17    34  -8.09663
 17    35  -8.20222
 17    36  -8.27472
 17    37  -8.31865
 17    38  -8.33782
 17    39  -8.33567
 17    40  -8.31516
 17    41  -8.27862
 17    42  -8.22839
 17    43  -8.16631
 17    44  -8.09411
 17    45  -8.01314
 17    46  -7.92479
 17    47  -7.83009
 17    48  -7.73010
 17    49  -7.62556
 17    50  -7.51734
 17    51  -7.40605
 17    52  -7.29229
 17    53  -7.17656
 17    54  -7.05929
 18    32  -7.33956
 18    33  -7.61293
 18    34  -7.83415
 18    35  -8.00993
 18    36  -8.14613
 18    37  -8.24792
 18    38  -8.31965
 18    39  -8.36516
 18    40  -8.38793
 18    41  -8.39081
 18    42  -8.37641
 18    43  -8.34694
 18    44  -8.30435
 18    45  -8.25038
 18    46  -8.18655
 18    47  -8.11418
 18    48  -8.03443
 18    49  -7.94836
 18    50  -7.85686
 18    51  -7.76069
 18    52  -7.66065
 18    53  -7.55739
 18    54  -7.45135
 18    55  -7.34307
 18    56  -7.23303
 18    57  -7.12155
 19    34  -7.43537
 19    35  -7.68744
 19    36  -7.89319
 19    37  -8.05837
 19    38  -8.18791
 19    39  -8.28625
 19    40  -8.35719
 19    41  -8.40407
 19    42  -8.42981
 19    43  -8.43704
 19    44  -8.42800
 19    45  -8.40471
 19    46  -8.36888
 19    47  -8.32217
 19    48  -8.26587
 19    49  -8.20126
 19    50  -8.12934
 19    51  -8.05111
 19    52  -7.96744
 19    53  -7.87904
 19    54  -7.78663
 19    55  -7.69075
 19    56  -7.59197
 19    57  -7.49076
 19    58  -7.38755
 19    59  -7.28268
 19    60  -7.17651
 19    61  -7.06935
 20    36  -7.51718
 20    37  -7.75094
 20    38  -7.94336
 20    39  -8.09928
 20    40  -8.22300
 20    41  -8.31823
 20    42  -8.38835
 20    43  -8.43623
 20    44  -8.46451
 20    45  -8.47552
 20    46  -8.47121
 20    47  -8.45336
 20    48  -8.42364
 20    49  -8.38335
 20    50  -8.33389
