-16.8 0.16 209 812 -487 26 16 -24 1686 -608 0.62 0.2 8.6
-16.9 0.155 211 784 -717 37 43 11 1247 -2257 0.66 0 2
-15.1 0.168 216 79 -445 31 56 -95 382 2773 0.6 0.15 1.8
-15 0.15 215 -213 -279 35 19 -175 1766 -2392 0.66 0.03 5.3
-16.5 0.151 221 752 -422 33 40 -80 409 1775 0.72 0.17 1.8
-15.3 0.165 265 388 -474 32 51 28 1814 4871 0.78 0.13 3.1
-17 0.164 242 652 -823 32 37 -58 419 -367 0.71 0.06 7.7
-15.2 0.164 235 254 -1068 32 28 -80 1717 3827 0.69 0.01 9.7
-15.7 0.165 235 513 48 37 62 137 1941 3367 0.65 0.2 3.3
-16.1 0.161 209 604 -1088 27 37 81 1193 3464 0.73 0.06 3
-16.9 0.16 244 43 -1068 38 31 -160 1745 1787 0.78 0.08 7.4
-15.6 0.157 201 778 1325 38 61 163 96 2524 0.75 0.12 4.7
-16.6 0.154 243 786 2922 36 57 -8 1107 4801 0.65 0.04 8.5
-15.5 0.155 259 -214 -222 30 64 -93 607 2141 0.66 0.09 9.9
-15.2 0.166 262 654 234 38 62 -73 1792 3490 0.66 0 6
-16.7 0.162 202 41 563 27 46 176 1657 941 0.78 0.07 5.4
-16.9 0.165 266 -174 -408 33 73 143 1395 -2973 0.65 0.01 7.7
-16.6 0.166 236 537 -1458 27 28 41 1627 336 0.7 0.02 8.7
-16.5 0.168 226 276 71 28 41 12 1519 -3036 0.77 0.14 2.6
-16 0.153 217 582 1591 36 45 48 1637 -3213 0.66 0 3.5
-15.4 0.153 247 -394 880 35 55 -247 705 -1185 0.65 0.13 1.3
-15.5 0.156 232 393 -920 26 55 63 648 3315 0.65 0.05 3.1
-15.8 0.16 257 323 1016 37 60 35 108 -818 0.67 0.18 3.3
-15.4 0.161 245 945 931 30 46 37 653 4313 0.66 0.12 7.1
-16.5 0.159 269 -184 392 38 27 -79 1802 -1075 0.64 0.02 8.9
-16.2 0.15 265 96 -740 28 47 101 1889 4220 0.71 0.04 8.2
-17 0.154 268 106 -923 36 73 95 1057 3358 0.71 0.11 4.8
-15.1 0.164 200 770 -998 35 51 180 1853 -2219 0.63 0.13 8.4
-15.7 0.164 227 -486 1963 26 18 -117 1869 -3413 0.75 0.19 1.9
-16.7 0.168 244 746 2002 28 46 106 1102 -1636 0.79 0.06 9.3
-16.6 0.153 254 577 2215 38 70 119 1709 2291 0.79 0.02 8.1
-16.3 0.164 210 250 1110 37 54 138 1852 -2136 0.61 0.2 1.5
-15.2 0.151 218 847 2082 35 44 170 1401 642 0.78 0.06 8.7
-15.9 0.168 227 240 -773 38 51 72 659 1744 0.77 0.08 7.5
-15.3 0.166 194 814 557 36 27 117 1598 230 0.62 0.14 7.2
-16.1 0.163 220 892 -1072 30 52 22 -588 1328 0.72 0.07 7.9
