25	15	54.06794914581139
25	16	39.05365609385319
25	17	27.1315244397205
25	18	13.409930391558499
25	19	2.2988586299286595
25	20	-9.676861039745097
25	21	-16.7075628032305
25	22	-25.2093259292867
25	23	-31.217337874321796
25	24	-38.1999902327035
25	25	-42.6238234609179
25	27	-49.6477245459187
25	28	-53.1651566305852
25	29	-53.91902546490381
25	30	-55.8927415911857
25	31	-55.2164543642704
25	32	-56.302542292796
25	33	-55.1174902428142
25	34	-55.22875616568229
25	35	-52.58581222544569
25	36	-51.4760701150688
25	37	-48.6004990768289
25	38	-47.4067713436309
25	39	-44.22698989478689
25	40	-42.009176418208206
25	41	-37.858964105461695
25	42	-34.6556133820889
25	43	-29.678589526384997
25	44	-26.195831666503693
25	45	-20.868642386491103
25	46	-17.119942859518694
25	47	-11.530409639447898
25	48	-7.336589150930238
25	49	-1.5723273113339797
25	50	3.1641174721964793
25	51	11.8520001806214
25	52	19.1371554734368
25	53	28.1739935895426
25	54	35.09330904889889
25	55	44.20990987022689
26	16	49.266319641439694
26	17	36.077023328046494
26	18	21.388321530777
26	19	10.0346469113899
26	20	-3.22570499582251
26	21	-10.678759229037098
26	22	-20.718133022486096
26	23	-26.549191128859597
26	24	-34.99781870134469
26	25	-39.7349760398583
26	26	-47.069006663478
26	27	-49.58196007374529
26	28	-54.375651601470395
26	29	-55.3538819587746
26	30	-59.99643830239979
26	31	-58.429805275240604
26	32	-60.290279390840695
26	33	-59.244859335561095
26	34	-60.21239248764659
26	35	-57.8613213728542
26	36	-57.858050598747596
26	37	-55.248558092326796
26	38	-55.0984564614476
26	39	-52.170530554241296
26	40	-50.99217650046439
26	41	-47.0028650706607
26	42	-44.845615783667895
26	43	-40.081813531258696
26	44	-37.821878824529
26	45	-32.680932204319596
26	46	-29.956500393719093
26	47	-24.455145074559397
26	48	-21.241518806707393
26	49	-15.458693425274301
26	50	-11.766180674547497
26	51	-3.1851090097818995
26	52	3.20060362132591
26	53	12.3020261844488
26	54	18.820418830914498
26	55	27.866881480639
26	56	33.273241869668595
27	17	48.4174349563913
27	18	32.9177844425438
27	19	20.225771225560695
27	20	6.688575363520849
27	21	-2.21020891406235
27	22	-12.271877882563498
27	23	-19.598554299923798
27	24	-28.330737685749693
27	25	-34.341678626454396
27	26	-41.932397821213094
27	27	-46.254933731806
27	28	-51.8921558191028
27	29	-54.0861695440058
27	30	-59.28733099098729
27	31	-58.404773600973
27	32	-60.7327916305102
27	33	-60.2270876135921
27	34	-61.87157956749689
27	35	-60.514767183669996
27	36	-63.59205089397079
27	37	-61.3954631349051
27	38	-60.4352770837808
27	39	-57.175748680049196
27	40	-56.127605706071094
27	41	-53.01975838098859
27	42	-51.2993468413418
27	43	-47.3779041457714
27	44	-45.278600829861595
27	45	-41.212049659479895
27	46	-38.6321745975157
27	47	-34.009179695390095
27	48	-30.877932083497694
27	49	-26.307362549767497
27	50	-22.375094823080197
27	51	-14.844790666204698
27	52	-8.49463365069239
27	53	-0.5202114106581397
27	54	5.42791008036357
27	55	13.983784300987299
27	56	19.1218374501162
27	57	27.245519847346596
27	58	33.80699399617619
28	18	42.65273053711749
28	19	29.518680076686596
28	20	14.632354299964199
28	21	5.548326544341379
28	22	-6.049596037003719
28	23	-13.440244100282197
28	24	-23.4994748932936
28	25	-29.697224611954095
28	26	-38.61665193415949
28	27	-43.60477019898919
28	28	-50.904557418914386
28	29	-53.54848978098539
28	30	-57.805970462239195
28	31	-59.183007518834394
28	32	-62.4627052396339
28	33	-62.673874912748296
28	34	-64.9976952396764
28	35	-63.944758929851005
28	36	-65.45490881279271
28	37	-63.901515359080605
28	38	-64.66793604881529
28	39	-62.9445601089297
28	40	-62.98511522282899
28	41	-60.4498571409725
28	42	-59.4937262816889
28	43	-55.76128435817859
28	44	-54.7701313484317
28	45	-50.796558618605
28	46	-49.168879055695605
28	47	-44.7480548307785
28	48	-42.5821286711813
28	49	-37.867632525421904
28	50	-35.1674182704837
28	51	-27.610471386797496
28	52	-22.234287276900897
28	53	-14.126629983965698
28	54	-8.584915139840238
28	55	-0.5996379441244197
28	56	5.139873275808069
28	57	13.404154891528199
28	58	19.4155805952116
28	59	26.1326257098915
29	19	42.300932399526594
29	20	27.544581939875794
29	21	16.9397358020899
29	22	5.184154358193609
29	23	-4.984213922036548
29	24	-14.263866760742797
29	25	-21.7208886038136
